inst,state,city
parker university,TX,
pasco-hernando state college,FL,
paul quinn college,TX,
paul smiths college of arts and science,NY,
pci college,CA,
peirce college,PA,
peninsula college,WA,
pennsylvania college of art and design,PA,
pennsylvania college of technology,PA,
pennsylvania institute of technology,PA,
pennsylvania western university,PA,
pensacola state college,FL,
pepperdine university,CA,
peru state college,NE,
pfeiffer university,NC,
piedmont university,GA,
pikes peak state college,CO,
pillar college,NJ,
pima medical institute-tucson,AZ,
pittsburg state university,KS,
pittsburgh technical college,PA,
platt college-aurora,CO,
platt college-los angeles,CA,
platt college-ontario,CA,
platt college-riverside,CA,
platt college-san diego,CA,
plaza college,NY,
plymouth state university,NH,
point loma nazarene university,CA,
point park university,PA,
point university,GA,
polk state college,FL,
pomona college,CA,
portland state university,OR,
post university,CT,
potomac state college of west virginia university,WV,
prairie view a & m university,TX,
pratt institute-main,NY,
presbyterian college,SC,
prescott college,AZ,
principia college,IL,
providence college,RI,
provo college,UT,
pueblo community college,CO,
purdue university fort wayne,IN,
purdue university global,IN,
purdue university northwest,IN,
queens university of charlotte,NC,
quincy college,MA,
quincy university,IL,
quinnipiac university,CT,
rabbi jacob joseph school,NJ,
rabbinical academy mesivta rabbi chaim berlin,NY,
rabbinical college beth shraga,NY,
rabbinical college bobover yeshiva bnei zion,NY,
rabbinical college of america,NJ,
rabbinical college of long island,NY,
rabbinical college of ohr shimon yisroel,NY,
rabbinical college telshe,OH,
rabbinical seminary mkor chaim,NJ,
rabbinical seminary of america,NY,
radford university,VA,
radford university-carilion,VA,
ramapo college of new jersey,NJ,
randolph college,VA,
randolph-macon college,VA,
ranken technical college,MO,
rasmussen university-florida,FL,
rasmussen university-illinois,IL,
rasmussen university-kansas,KS,
rasmussen university-minnesota,MN,
rasmussen university-north dakota,ND,
rasmussen university-wisconsin,WI,
reach university,CA,
red rocks community college,CO,
regent university,VA,
regis college,MA,
regis university,CO,
reinhardt university,GA,
remington college-dallas campus,TX,
remington college-memphis campus,TN,
remington college-mobile campus,AL,
remington college-north houston campus,TX,
remington college-shreveport campus,LA,
renton technical college,WA,
rhode island college,RI,
rhode island school of design,RI,
rhodes college,TN,
rice university,TX,
rider university,NJ,
ringling college of art and design,FL,
rio hondo college,CA,
ripon college,WI,
riverside college of health careers,VA,
rivier university,NH,
roanoke college,VA,
robert morris university,PA,
roberts wesleyan university,NY,
rochester christian university,MI,
rochester institute of technology,NY,
rockford university,IL,
rockhurst university,MO,
rocky mountain college,MT,
rocky mountain college of art and design,CO,
roger williams university,RI,
rollins college,FL,
roosevelt university,IL,
rosemont college,PA,
rowan university,NJ,
russell sage college,NY,
rust college,MS,
rutgers university-newark,NJ,
sacred heart major seminary,MI,
sacred heart university,CT,
sae expression college,CA,
sae institute of technology-nashville,TN,
saginaw valley state university,MI,
saint ambrose university,IA,
saint anselm college,NH,
saint anthony college of nursing,IL,
saint charles borromeo seminary-overbrook,PA,
saint cloud state university,MN,
saint edward's university,TX,
saint elizabeth university,NJ,
saint francis university,PA,
saint johns river state college,FL,
saint johns university,MN,
saint joseph seminary college,LA,
saint joseph's college of maine,ME,
saint joseph's university,PA,
saint leo university,FL,
saint louis university,MO,
saint martin's university,WA,
saint mary-of-the-woods college,IN,
saint mary's college,IN,
saint mary's college of california,CA,
saint mary's university of minnesota,MN,
saint michael's college,VT,
saint peter's university,NJ,
saint vincent college,PA,
saint xavier university,IL,
salem college,NC,
salem state university,MA,
salem university,WV,
salisbury university,MD,
salish kootenai college,MT,
salve regina university,RI,
sam houston state university,TX,
san diego global knowledge university,CA,
san diego mesa college,CA,
san diego state university,CA,
san francisco bay university,CA,
san francisco conservatory of music,CA,
san francisco state university,CA,
san ignacio university,FL,
san joaquin valley college-visalia,CA,
san jose state university,CA,
santa ana college,CA,
santa fe college,FL,
santa monica college,CA,
sarah lawrence college,NY,
savannah college of art and design,GA,
schiller international university,FL,
school of the art institute of chicago,IL,
school of visual arts,NY,
schoolcraft community college district,MI,
scripps college,CA,
seattle central college,WA,
seattle film institute,WA,
seattle pacific university,WA,
seattle university,WA,
selma university,AL,
seminole state college of florida,FL,
seton hill university,PA,
sh'or yoshuv rabbinical college,NY,
shasta bible college and graduate school,CA,
shasta college,CA,
shaw university,NC,
shawnee state university,OH,
shenandoah university,VA,
shepherd university,WV,
shippensburg university of pennsylvania,PA,
shorter college,AK,
shorter university,GA,
siena college,NY,
siena heights university,MI,
simmons college of kentucky,KY,
simmons university,MA,
simpson college,IA,
simpson university,CA,
sinclair community college,OH,
sinte gleska university,SD,
sisseton wahpeton college,SD,
sitting bull college,ND,
skagit valley college,WA,
skidmore college,NY,
skyline college,CA,
"skyline college

",--,
slippery rock university of pennsylvania,PA,
smith chason college,CA,
smith college,MA,
snow college,UT,
soka university of america,CA,
solano community college,CA,
sonoma state university,CA,
south carolina state university,SC,
south college,TN,
south dakota school of mines and technology,SD,
south dakota state university,SD,
south florida bible college and theological seminary,FL,
south florida state college,FL,
south seattle college,WA,
south texas college,TX,
south university-austin,TX,
south university-columbia,SC,
south university-high point,NC,
south university-montgomery,AL,
south university-richmond,VA,
south university-savannah,GA,
south university-tampa,FL,
south university-virginia beach,VA,
south university-west palm beach,FL,
southeast missouri state university,MO,
southeastern baptist college,MS,
southeastern baptist theological seminary,NC,
southeastern college-west palm beach,FL,
southeastern louisiana university,LA,
southeastern oklahoma state university,OK,
southeastern university,FL,
southern adventist university,TN,
southern california institute of architecture,CA,
southern california institute of technology,CA,
southern california seminary,CA,
southern connecticut state university,CT,
southern illinois university-carbondale,IL,
southern illinois university-edwardsville,IL,
southern methodist university,TX,
southern nazarene university,OK,
southern new hampshire university,NH,
southern oregon university,OR,
southern states university,CA,
southern technical college,FL,
southern university and a & m college,LA,
southern university at new orleans,LA,
southern utah university,UT,
southern virginia university,VA,
southern wesleyan university,SC,
southwest baptist university,MO,
southwest minnesota state university,MN,
southwest university at el paso,TX,
southwest university of visual arts-albuquerque,NM,
southwestern adventist university,TX,
southwestern assemblies of god university,TX,
southwestern christian college,TX,
southwestern christian university,OK,
southwestern college,KS,
southwestern oklahoma state university,OK,
southwestern university,TX,
spalding university,KY,
spartan college of aeronautics and technology,OK,
spartanburg methodist college,SC,
spring arbor university,MI,
spring hill college,AL,
springfield college,MA,
st bonaventure university,NY,
st catherine university,MN,
st lawrence university,NY,
st olaf college,MN,
st petersburg college,FL,
st. andrews university,NC,
st. francis college,NY,
st. john fisher university,NY,
st. john vianney college seminary,FL,
st. john's college,MD,
st. john's college,NM,
st. john's university-new york,NY,
st. joseph's university-long island,NY,
st. joseph's university-new york,NY,
st. mary's college of maryland,MD,
st. mary's university,TX,
st. thomas aquinas college,NY,
st. thomas university,FL,
stanbridge university,CA,
state college of florida-manatee-sarasota,FL,
state university of new york at new paltz,NY,
state university of new york at oswego,NY,
stephen f austin state university,TX,
